strain,sex,id,mouse_num,CHOL,HDL,GLU,TG,WBC,pctLYMP,pctNEUT,pctMONO,pctBASO,pctEOS,pctLUC,RBC,pctRetic,RDW,MCH,MCHC,CHCM,HDW,MCV,cHGB,mHGB,HCT,PLT,MPV,pulse,pulse_std,systolic_BP,systolic_BP_std,CV,HR,HRV,R_amplitude,RS_amplitude,N,PQ,PR,QRS,QT,QT_dispersion,QTc,QTc_dispersion,RR,ST,BMC,BMD,bone_area,total_area,LTM,pct_fat,TTM,bw
CASTB6F1,m,FBF1M04,91742,79,61.6,183,51,4.95,90.3,5.7,1,0,2.7,0.1,10.1,3,15,15.1,34.2,33.4,1.75,44.2,14.9,15.3,44.7,1307,4.7,,,,,,,,,,,,,,,,,,,,0.24,0.05,5,10.65,9.1,16.66,11.17,24.34
CASTB6F1,m,FBF1M05,92809,79,64.6,233,104,10.34,87.8,6.3,0.8,0.2,4.2,0.7,10.23,2.3,13.6,15.6,32.5,31.5,2.07,48,15.5,16,49.1,1075,4.9,,,,,,,,,,,,,,,,,,,,0.2,0.05,4.39,10.19,8.8,18.91,11.11,24.3
CASTNODF1,f,FDF1F01,91743,68,55.1,144,88,4.32,82.4,12.7,2,0.3,2.1,0.6,9.86,3,14.6,15.5,34.4,33.3,1.75,45.1,14.8,15.3,44.4,1211,4.9,,,,,,,,,,,,,,,,,,,,0.29,0.07,5.36,9.17,7.7,12.34,9.08,19.97
CASTNODF1,f,FDF1F02,91744,70,53.2,179,129,6.11,85,11.6,1.6,0.2,1.3,0.4,10.2,3.1,14.9,15.6,33.9,32.7,1.7,46,15.4,15.9,46.9,1130,4.7,,,,,,,,,,,,,,,,,,,,0.28,0.07,5.24,8.78,6.85,13.07,8.29,18.47
CASTNODF1,f,FDF1F03,92810,70,61.6,148,118,6.03,83.6,12.9,1,0.55,1.55,0.35,9.04,4.5,15.4,16,34.05,32.75,2.54,47,13.95,14.5,42.5,1245,5.6,,,,,,,,,,,,,,,,,,,,0.25,0.07,4.74,8.77,7.55,13.01,9.02,19.47
CASTNODF1,f,FDF1F04,92811,74,61.5,150,133,7,83.7,13.1,0.9,0.2,1.6,0.5,9.71,5.3,15.6,16,33.6,32.1,2.45,47.6,14.9,15.5,46.2,1225,6.2,,,,,,,,,,,,,,,,,,,,0.27,0.07,5.09,9.03,7.8,11.93,9.16,20.32
CASTNODF1,f,FDF1F05,92812,65,57.4,190,88,7.06,83.9,11.5,0.5,0.2,3.5,0.4,10.42,4.7,15.1,15.9,33.1,31.8,2.4,47.9,15.9,16.5,49.9,1103,4.9,,,,,,,,,,,,,,,,,,,,0.27,0.07,5,8.35,6.95,12.63,8.26,18.23
CASTNODF1,m,FDF1M01,91745,111,80.4,229,296,5.96,84.3,10.1,1.4,0.1,3.7,0.3,10.13,3,13.8,15.7,33.8,32.2,1.59,46.6,15.2,15.9,47.1,1169,4.8,,,,,,,,,,,,,,,,,,,,0.24,0.05,4.97,10.17,9.05,13.47,10.93,23.47
CASTNODF1,m,FDF1M02,91746,101,75.2,196,292,6.72,85.9,10.9,1.4,0.1,1.1,0.5,10.11,3.2,13.6,15.7,34.4,32.8,1.67,45.5,15.1,15.8,46,1270,4.9,,,,,,,,,,,,,,,,,,,,0.24,0.05,5,10.52,9,14.5,11.11,24.31
CASTNODF1,m,FDF1M03,91747,94,74.6,190,185,5.84,83.8,9.6,1.5,0.1,4.8,0.2,9.94,2.5,13.6,15.8,34.4,32.4,1.59,45.9,14.8,15.7,45.6,1113,4.8,,,,,,,,,,,,,,,,,,,,0.26,0.06,5.3,10.92,9.65,14.6,11.71,25.34
CASTNODF1,m,FDF1M04,92813,85,74.9,247,85,6.27,85.4,9.2,1,0.3,3.8,0.2,10.02,3.9,13.7,16.1,33.8,31.6,2.27,47.7,15.1,16.2,47.8,1267,5.2,,,,,,,,,,,,,,,,,,,,0.25,0.06,4.93,10.5,9.6,18.9,11.89,26.17
CASTNODF1,m,FDF1M05,92814,78,66.2,233,140,6.74,84.5,10.2,1.3,0.1,3.6,0.2,10.29,3.3,13.8,16,33.7,31.8,2.27,47.4,15.5,16.5,48.8,1114,4.7,,,,,,,,,,,,,,,,,,,,0.24,0.05,4.89,10.13,9.1,16.34,11.24,24.5
CASTNZOF1,f,FEF1F01,91748,90,74.1,180,104,5.62,83.3,12.1,0.7,0.1,3.6,0.2,11.19,2,14.6,14.6,33.6,32.5,1.61,43.4,15.7,16.3,48.5,927,4.5,,,,,1.15,838,9.6,432.17,531.52,35,21.8,28.5,10.1,39.2,15.5,46.3,17.9,71.6,29.6,0.27,0.07,5.23,9.89,7.85,14.77,9.72,21.23
CASTNZOF1,f,FEF1F02,91749,87,71.7,167,104,6.45,80,10.7,0.6,0.1,8.4,0.3,10.99,1.6,14.3,14.7,33.5,32.3,1.6,43.9,15.6,16.2,48.3,880,4.8,,,,,1.84,802,14.7,328.43,448.47,31,21.8,28.7,10.2,42.1,12,48.7,13.2,74.8,32.4,0.28,0.07,5.42,9.63,7.65,14.03,9.3,20.54
CASTNZOF1,f,FEF1F03,91750,83,70.9,197,118,6.39,85.4,8.2,0.7,0.2,5.1,0.3,10.58,2,14.7,15,34.3,32.4,1.61,43.7,15,15.8,46.2,1011,4.7,,,,,11.19,861,96.4,264.22,296.38,30,19.8,25.9,10.2,38.1,22,45.8,29.6,70.5,28.4,0.26,0.06,4.86,9.07,7.8,13.93,9.61,20.84
CASTNZOF1,f,FEF1F04,91751,96,73.9,170,159,6.49,84,11.4,1.1,0.1,3.1,0.3,10.69,2,14.4,15,34.1,32.5,1.66,44.1,15.3,16,47.1,1029,5.3,,,,,20.4,775,158.2,141.94,101.32,27,13.6,21.1,12.3,43.5,27,49.5,45.6,80.4,31.7,0.26,0.07,4.83,8.91,7.9,13.03,9.47,20.41
CASTNZOF1,f,FEF1F05,91752,87,68.8,168,121,7.24,80.4,11.3,0.9,0.1,7,0.3,11.02,2.7,15.2,14.5,33,32.1,1.7,43.8,15.5,15.9,48.3,883,4.6,,,,,0.97,839,8.2,290,262.07,30,21.3,27.8,9.7,37.6,22.5,44.4,26.1,71.6,28.4,0.27,0.07,5.15,8.5,6.85,14.3,8.32,18.52
CASTNZOF1,m,FEF1M01,91753,117,89.7,230,296,8.61,88.1,7.3,1.6,0.1,2.5,0.4,10.75,1.8,13.9,14.6,33,31.9,1.57,44.3,15.2,15.7,47.6,1103,4.6,,,,,2.02,805,16.3,433.39,436.64,24,21.3,28.6,11.1,42,16.5,48.7,18.5,74.5,31.4,0.23,0.05,4.72,12.04,10.45,22.93,14.17,29.9
CASTNZOF1,m,FEF1M02,91754,122,93.9,199,282,7.24,87.8,8.3,1.5,0.1,2.1,0.3,10.79,2.2,14.8,15,32.2,30.8,1.74,46.5,15.5,16.2,50.2,1226,4.7,,,,,1.64,818,13.4,476.71,574.5,29,21.9,28.7,10,41.6,12.5,48.5,13.9,73.4,32.1,0.24,0.05,4.7,13.1,11.65,25.94,16.62,35.09
CASTNZOF1,m,FEF1M03,91755,124,90.2,235,319,6.09,86.2,10.1,1.5,0.2,1.8,0.3,10.45,1.7,14.4,14.9,32.8,31.9,1.73,45.4,15.1,15.6,47.5,1335,4.9,,,,,6.51,721,46.9,669.9,607.71,28,21.2,29.2,12.1,46.9,19,51.2,17.3,83.6,35.3,0.25,0.05,4.61,12.09,11.05,22.25,15.27,32.52
CASTNZOF1,m,FEF1M04,94304,112,96.2,266,215,5.38,87.5,7.4,0.6,0.1,3.9,0.5,9.8,3.3,14.2,15.2,33,31.4,2.33,46,14.1,14.9,45,1186,6.4,,,,,1.07,806,8.6,309.75,370.74,36,22.2,29.5,10.9,40,20.5,46.4,23.6,74.4,29.6,,,,,,,,
CASTNZOF1,m,FEF1M05,94305,115,96.8,279,246,5.45,86.4,10.2,0.6,0.3,2.2,0.3,10.27,3.9,13.9,15,33.2,31.6,2.35,45.3,14.7,15.4,46.5,1179,4.7,,,,,0.74,829,6.1,280.96,334.71,33,19.9,26.8,10.4,40.9,15.5,48.1,18.3,72.4,31,0.24,0.06,4.62,12.72,11.55,27.17,16.63,34.94
CASTPWKF1,f,FGF1F01,92324,77,58.1,191,169,9.76,83.4,12.5,0.7,0.2,2.8,0.4,10.13,2.7,18.6,15.2,34.2,32.5,3.49,44.6,14.7,15.4,45.1,993,5,,,,,,,,,,,,,,,,,,,,0.24,0.06,5.28,8.32,6.25,14.83,7.48,16.29
CASTPWKF1,f,FGF1F02,92325,71,56.1,172,133,5.08,86.3,11.3,0.5,0.1,1.4,0.3,10.73,1.5,14.7,14.9,34.2,32.3,1.86,43.5,15.1,16,46.7,1140,6,,,,,,,,,,,,,,,,,,,,0.18,0.05,4.27,7.61,5.35,12.98,6.46,14.41
CASTPWKF1,f,FGF1F03,92326,80,58.5,201,178,8.94,83.55,9.65,0.65,0.25,5.5,0.4,10.23,1.5,15.95,15.2,33.95,32.25,2.43,44.85,14.8,15.55,45.9,968,7.35,,,,,,,,,,,,,,,,,,,,0.21,0.06,4.64,7.79,5.3,14.75,6.45,15.38
CASTPWKF1,f,FGF1F04,92327,71,57.4,190,104,5.32,77.15,10.65,0.7,0.15,11.05,0.25,10.71,1.3,15.85,14.3,32.4,32.35,2.24,44.2,15.35,15.4,47.35,861.5,5.15,,,,,,,,,,,,,,,,,,,,0.19,0.05,4.47,7.87,5.6,12.69,6.68,14.78
CASTPWKF1,f,FGF1F05,92328,72,55.9,187,156,8.1,81.9,8.35,0.65,0.3,8.45,0.45,10.93,1.65,14.95,15.1,33.8,32.1,2.05,44.7,15.7,16.5,48.85,798,5.2,,,,,,,,,,,,,,,,,,,,0.2,0.05,4.37,8.09,6,15.41,7.48,16.37
CASTPWKF1,m,FGF1M01,92820,95,72.9,213,252,5.81,72.8,8,0.8,0.2,18,0.2,10.12,2.1,15.8,15.3,33,31.6,2.4,46.3,14.8,15.4,46.9,1119,4.9,,,,,,,,,,,,,,,,,,,,0.16,0.05,4.1,7.64,5.35,14.16,6.61,14.44
CASTPWKF1,m,FGF1M02,92821,88,72.2,245,229,9.03,88.2,7.8,0.6,0.3,2.7,0.4,10.02,1.5,14.3,15,33.8,32.7,2.63,44.4,14.6,15.1,44.5,1124,4.9,,,,,,,,,,,,,,,,,,,,0.19,0.05,4.59,8.55,6.2,14.4,7.67,17.01
CASTPWKF1,m,FGF1M03,92822,78,65.7,204,171,6.65,84.3,10.5,0.6,0.2,4.1,0.3,10.03,2.6,15.2,15.3,32.9,31.3,2.34,46.3,14.5,15.3,46.5,1292,4.9,,,,,,,,,,,,,,,,,,,,0.2,0.05,4.83,8.57,6.4,16.12,7.84,17.56
CASTPWKF1,m,FGF1M04,92823,88,66.3,199,288,7.59,86.2,6.7,0.5,0.1,6.1,0.4,10.08,1.9,14.4,15,33.6,32.3,2.38,44.7,14.5,15.1,45,1080,5,,,,,,,,,,,,,,,,,,,,0.2,0.06,4.78,7.98,5.8,17.22,7.09,15.95
CASTPWKF1,m,FGF1M05,92824,88,65.5,248,287,8.55,85.5,9.3,0.5,0.2,4,0.5,9.94,1.8,16.4,15.5,32.9,31.5,2.37,47.1,14.8,15.4,46.8,1304,4.9,,,,,,,,,,,,,,,,,,,,0.19,0.05,4.57,8.21,6.1,15.09,7.28,16.47
CASTWSBF1,f,FHF1F01,90740,77,59.9,164,95,8.52,86.6,10.4,1.2,0.2,1.2,0.5,10.22,2.6,16.4,15.1,34.2,33.7,1.72,44.1,15.2,15.4,45.1,1384,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASTWSBF1,f,FHF1F02,90741,68,58,187,97,8.84,81.2,9.3,1.4,0.2,7.3,0.6,10.33,1.65,15.8,15.3,34.9,33.45,1.73,43.85,15.15,15.8,45.3,1203.5,7.6,,,,,,,,,,,,,,,,,,,,0.2,0.06,4.43,7.86,5.8,12.51,6.9,15.1
CASTWSBF1,f,FHF1F03,90742,73,55.9,175,70,8.7,86.5,10.2,1.2,0.2,1.4,0.5,10.85,2,14.1,14.3,34,33.7,1.61,42.1,15.4,15.5,45.6,1320,5,,,,,,,,,,,,,,,,,,,,0.18,0.06,3.92,6.97,5.15,12.83,6.16,13.57
CASTWSBF1,f,FHF1F04,90743,77,61.8,207,96,7.72,87.2,9.5,1.3,0.4,1.1,0.4,10.4,1.6,16.2,15.4,35.5,34.6,1.79,43.3,15.6,16,45,1435,5.8,,,,,,,,,,,,,,,,,,,,0.2,0.06,4.19,7.31,5.35,16.46,6.51,14.24
CASTWSBF1,f,FHF1F05,90744,68,55.2,187,92,8.85,83.3,10.5,1.5,0.3,3.7,0.7,10.42,2.2,15.5,15.4,34.8,33.9,1.66,44.4,15.7,16.1,46.2,1204,7.3,,,,,,,,,,,,,,,,,,,,0.19,0.05,4.13,7.29,5.65,12.78,6.73,14.51
CASTWSBF1,m,FHF1M01,88134,103,85.2,172,167,8.08,89.1,7.4,1,0.1,2.1,0.3,9.71,2.2,15.4,15.8,34.5,32.6,2.1,46,14.5,15.4,44.6,1485,5.5,,,,,,,,,,,,,,,,,,,,0.18,0.05,4.15,8.13,6.6,12.48,7.88,16.57
CASTWSBF1,m,FHF1M02,88135,94,79.6,183,130,7.53,86.5,10.2,1.1,0.1,1.3,0.9,9.48,2.9,14.7,16.1,33.7,32.2,1.65,47.9,14.6,15.3,45.4,1524,5.7,,,,,,,,,,,,,,,,,,,,0.19,0.06,4.12,6.84,5.2,19.3,6.36,13.99
CASTWSBF1,m,FHF1M03,90745,85,70.5,189,106,8.34,83.6,9.1,1.1,0.3,5.6,0.3,10.75,2.4,15,15.2,34,33.6,1.71,44.6,16.1,16.3,48,1217,6.3,,,,,,,,,,,,,,,,,,,,0.21,0.05,4.75,8.19,6.35,13.95,7.75,16.93
CASTWSBF1,m,FHF1M04,90746,85,74.9,189,110,8.57,87.9,8.9,1.1,0.3,1.4,0.3,10.42,2,14.5,15.4,35.2,34.4,1.8,43.8,15.7,16.1,45.6,1421,6.7,,,,,,,,,,,,,,,,,,,,0.18,0.05,4.26,8,6.45,13.23,7.77,16.75
CASTWSBF1,m,FHF1M05,90747,91,78.5,125,104,7.13,83.4,10.5,1.4,0.5,4,0.2,10.7,2.1,14.6,15.1,35,34.3,1.74,43.3,15.9,16.2,46.3,1186,5.4,,,,,,,,,,,,,,,,,,,,0.19,0.05,4.25,7.68,6.3,11.52,7.53,16.27
NOD/ShiLtJ,f,DDF1F01,92306,88,78.7,139,109,5.11,74.7,21,1.05,0.35,2.45,0.5,8.71,4.8,14.45,17.45,34.6,31.65,2.24,50.45,13.9,15.2,43.95,1122,5.1,,,,,0.71,776,5.5,370.07,624.53,31,21,27.7,10,39.5,19.5,45,22.2,77.3,30.1,0.3,0.07,5.83,10.4,8.15,14.69,10.08,22.66
NOD/ShiLtJ,f,DDF1F02,92307,86,79,117,116,4.94,75.8,20.15,0.8,0.35,2.25,0.6,8.75,4.7,14.4,17.35,33.5,31.35,2.22,51.85,14.2,15.25,45.4,1136,4.8,,,,,0.81,792,6.4,475.52,732.67,32,22,28.1,9.1,40.8,22,46.9,25,75.8,32.2,,,,,,,,
NOD/ShiLtJ,f,DDF1F03,92308,96,87.9,147,120,5.53,70.15,25.6,1.05,0.3,2.2,0.65,8.8,4.4,14.45,17,34,31.7,2.26,50.15,14.05,15,44.15,1112.5,4.75,,,,,0.48,804,3.9,544.98,815.11,35,21.1,27.9,10.5,40.5,12.5,46.9,14.5,74.6,30.5,0.27,0.07,5.42,9.65,7.45,16.11,9.23,20.2
NOD/ShiLtJ,f,DDF1F04,92309,94,85.7,143,105,5.07,71.55,24.3,1.05,0.35,1.9,0.75,9.28,3.8,14.15,17.1,32.9,30.8,2.14,52,14.9,15.9,48.25,1020,4.85,,,,,0.63,809,5.1,418.47,461.1,36,19.1,26,9.8,39.6,15.5,46,18,74.2,30.3,0.31,0.07,5.82,9.99,8.1,13.88,9.87,21.81
NOD/ShiLtJ,f,DDF1F05,92310,88,81.2,145,118,4.79,73.2,22.4,1.2,0.3,2.45,0.55,8.67,5.2,14.65,17.4,34.4,31.65,2.23,50.65,13.9,15.1,43.95,1094.5,5,,,,,0.57,798,4.5,458.35,566.27,27,21.4,28,9.9,39.2,20.5,45.2,23.6,75.2,29.8,0.33,0.08,5.59,7.65,5.5,17.67,6.86,15.75
NOD/ShiLtJ,m,DDF1M01,92311,120,106.9,157,165,5.88,67.4,27.55,1.6,0.25,2.7,0.5,9.34,4.15,14,17.25,32.85,30.4,2.07,52.55,14.9,16.15,49.15,993,5.8,,,,,0.46,802,3.7,356.1,591.49,29,20.9,27.6,10,40,14,46.2,16.2,74.8,30.4,0.28,0.07,5.47,11.93,11.35,14.57,13.72,30.17
NOD/ShiLtJ,m,DDF1M02,92312,127,111.6,149,215,5.31,66.3,28.25,2.35,0.3,1.9,0.9,9.27,3.9,13.95,17.05,33.4,31.3,2.18,51.05,14.85,15.8,47.35,1436.5,4.7,,,,,0.62,794,4.9,368.98,500.13,29,22.2,28.6,9.3,41.4,17,47.6,19.4,75.6,32.6,0.29,0.07,5.56,12.64,11.8,16.01,14.36,30.55
NOD/ShiLtJ,m,DDF1M03,92313,110,97.8,165,198,5.54,71.8,22.6,1.85,0.35,3,0.45,9.12,4.55,14.05,17.15,33.75,31.45,2.2,50.85,14.55,15.65,46.35,1257,4.8,,,,,0.66,828,5.5,544.51,688.76,36,20.3,26.9,9.9,38.7,21,45.5,24.8,72.4,29.3,0.3,0.07,5.64,11.88,11.6,14.39,13.84,29.63
NOD/ShiLtJ,m,DDF1M04,92314,120,110.6,167,175,5.39,68.95,26.05,2.15,0.35,1.9,0.6,9.21,4.45,14,17.15,33.35,30.9,2.14,51.4,14.6,15.75,47.3,1274,5.05,,,,,2.01,729,14.6,461.41,558.67,28,22.6,29.7,10.3,43.9,11.5,48.4,12.3,82.4,34.1,0.29,0.06,5.93,12.66,11.3,15.35,13.72,30.14
NOD/ShiLtJ,m,DDF1M05,92315,108,102.4,171,144,6.54,75.55,19.2,1.35,0.35,2.95,0.55,8.77,5.1,14,17.75,34.35,31.25,2.17,51.6,14.1,15.55,45.25,1180.5,5.8,,,,,1.18,696,8.2,474.62,641.87,27,23,29.9,10.2,43.7,17,47.1,17.8,86.3,34,0.3,0.06,5.77,12.45,11.5,14.14,13.82,30.14
NOD129SF1,f,DCF1F01,82328,104.5,97.65,162.5,81,7.31,81.6,14.9,0.8,0.1,2.2,0.5,9.31,5,15.5,16.7,34.2,31.8,1.84,48.7,14.4,15.5,45.3,1122,5.1,602,37.9,114,35.9,1.24,798,9.9,299.16,353.14,31,21.3,28.6,10.4,41.3,14.5,47.7,17,75.2,31.4,0.35,0.08,5.91,11.06,9.35,17.19,11.6,25.52
NOD129SF1,f,DCF1F02,82330,93,88.3,154.5,92.5,4.07,79.2,16.9,0.9,0.1,2.6,0.3,9,4.4,15.6,16.6,34.3,32,1.81,48.5,14,15,43.7,1071,5.1,692,29.6,121,23.6,1.82,752,13.7,490.08,459.66,30,22.6,30.6,11.5,45.8,25.5,51.3,28.3,79.9,34.8,0.38,0.09,6.14,11.15,9.7,15.22,11.75,26.13
NOD129SF1,f,DCF1F03,89853,99,90.1,163,95,8.49,87.3,8.6,0.9,0.3,2.2,0.7,9.41,2.5,14.1,17.1,34.4,31.6,1.56,49.6,14.7,16.1,46.7,1216,12.8,677,70.8,153,23.7,0.95,807,7.6,296.38,498.48,37,23.2,30.2,10.3,41.6,11.5,48.2,13.7,74.4,31.8,0.33,0.08,5.49,10.32,9.4,12.76,11.17,24.44
NOD129SF1,f,DCF1F04,89854,100,97,152,116,9.03,79.4,16.9,0.5,0.2,2.2,0.7,9.59,3.7,14.4,17.1,34.1,31.5,1.68,50.1,15.1,16.4,48,1235,11.7,661,45.9,127,17.6,1.7,769,13.1,558.6,452.28,33,21.5,29.4,11.3,46.2,11,52.4,12,78,35.5,0.37,0.09,6.13,10.89,9.4,13.77,11.25,25.05
NOD129SF1,f,DCF1F05,89855,101,94,148,98,10.08,78,18,1.2,0.3,1.9,0.5,9.62,3.3,14.5,16.8,33.8,31.5,1.61,49.7,15,16.2,47.7,1159,10.9,695,40.6,153,26.1,8.74,628,55,334.14,448.69,24,23.7,32,11.4,47.1,26,47.9,19.8,96.2,36.3,0.36,0.09,6.02,10.88,9.45,17.99,11.67,25.82
NOD129SF1,m,DCF1M01,82332,158,149.95,187.5,91.5,6.86,85.8,10.3,1.4,0.2,1.7,0.6,9.45,4.7,14.6,16.8,34.5,31.6,1.72,48.7,14.5,15.9,46,1326,7,675,59.9,141,27.6,0.63,756,4.8,384.68,548.23,33,20,27.6,11.3,44.8,13.5,50.3,15.2,79.3,34,0.36,0.07,6.12,13.02,12.55,17.27,15.89,34.35
NOD129SF1,m,DCF1M02,82333,137.5,129.9,176,96.5,9.18,85.6,10.4,1.5,0.2,1.6,0.7,9.82,4.3,14.7,16.3,33.9,31.7,1.78,48.3,15,16,47.4,1242,4.9,602,62.2,140,18.1,1.64,761,12.5,569.65,630.96,31,22.2,30.1,11.3,44.2,20,49.9,21.4,78.8,33.5,0.32,0.07,5.5,11.79,11.15,16.66,14.03,29.7
NOD129SF1,m,DCF1M03,89856,154,143.8,173,134,7.84,83.8,12,1.2,0.2,2.2,0.6,9.4,4,14,17.2,35.3,32,1.71,48.7,14.7,16.1,45.7,1452,12.7,734,45.1,127,18.2,1.23,805,9.9,290.38,361.57,35,22.2,29,10.1,39.8,14,46.2,16.5,74.5,30.3,0.29,0.06,5.17,12.39,11.4,21.69,15.17,32.48
NOD129SF1,m,DCF1M04,89857,133,125.8,183,136,8.58,84,12.2,1.3,0.1,1.9,0.5,9.72,3.9,13.7,17.1,34,31.2,1.66,50.2,15.2,16.6,48.8,1475,10.9,582,39.4,106,43.7,2.01,771,15.5,374.9,487.77,30,22.1,29.3,10.6,44.3,13.5,50.3,13.8,77.9,34.2,0.32,0.07,5.61,11.9,10.95,18.84,14.07,30.68
NOD129SF1,m,DCF1M05,89858,125,120,191,118,9.68,86.3,9.5,1.3,0.2,1.7,0.9,9.88,3.6,13.8,16.9,34.4,31.6,1.61,49,15.3,16.7,48.5,1249,12.2,684,91.2,147,36,1.31,762,10,281.81,258.09,35,22.6,30,10.8,43.8,17.5,49.4,19.3,78.7,33.5,0.29,0.06,5.47,11.64,10.25,20.36,13.22,28.93
NODAF1,f,DAF1F01,89843,92,83.9,163,136,8.52,83.5,12.7,0.9,0.3,1.8,0.8,8.9,2.9,14.4,16.8,34.2,32.3,1.83,49.2,14.1,15,43.8,1287,10.3,,,,,6.68,742,49.6,371.64,284.54,30,20,26.9,9.7,40,22.5,44.5,22.4,81.2,30.8,0.27,0.07,5.19,10.4,8.45,16.46,10.38,22.6
NODAF1,f,DAF1F02,89844,83,77.3,170,134,8.26,79.4,16.4,1.4,0.1,1.8,0.9,8.95,3,14.5,17,33.6,31.7,1.79,50.5,14.3,15.2,45.2,1262,7.2,,,,,4.37,776,33.9,188.81,173.84,28,22.8,29.3,9.5,37.4,27,42.5,29.8,77.4,28.4,0.28,0.07,5.42,9.97,8.5,13.13,10.27,20.52
NODAF1,f,DAF1F03,89845,88,75.2,129,144,7.97,82,14.2,0.9,0.2,2.1,0.6,8.62,3.3,14.7,17.2,34.5,32,1.89,49.9,13.8,14.8,43,1284,10.7,,,,,1.66,773,12.9,369.07,390.72,30,21.5,28.1,9.5,38.6,19.5,43.8,22.2,77.7,29.6,0.27,0.07,5.35,10.28,8.1,13.4,9.81,21.48
NODAF1,f,DAF1F04,89846,86,80,148,139,8.47,83.3,12.5,1.2,0.2,2.2,0.6,9.26,3.3,14.2,17,34.2,32,1.8,49.6,14.7,15.7,45.9,1291,10.5,,,,,1.87,810,15.1,349.07,322.53,30,21.8,28.4,9.5,37.6,22,43.6,24.9,74.1,28.5,0.26,0.06,5.17,10.72,8.65,16.57,10.68,23.18
NODAF1,f,DAF1F05,89847,86,79.1,181,117,6.58,79.7,15.3,2.1,0.2,2,0.7,9.22,3.5,14.7,16.5,33.8,32.5,1.93,48.9,14.7,15.2,45.1,1061,4.6,,,,,10.18,697,71,240.71,339.34,28,24.8,32.1,10.5,40.7,36,43.7,34.6,87.1,30.7,0.31,0.08,5.84,10.5,9.15,12.62,10.87,23.66
NODAF1,m,DAF1M01,87464,89,83,160,144,8.25,85.4,11,1.3,0.2,1.4,0.8,9.28,4.1,14.6,16.1,33,31.7,1.83,48.9,14.4,15,45.3,1275,4.7,576,45.9,112,35,0.55,833,4.6,322.27,240.08,33,22.6,28.2,8.3,37.6,19,44.3,22.4,72.1,29.8,0.25,0.06,4.98,12.21,10.55,20.51,13.95,30.2
NODAF1,m,DAF1M02,87465,,,,,8.24,81,14.3,2.1,0.2,1.6,0.7,9.43,3.5,14.4,15.8,32.9,31.9,1.85,48.1,14.5,14.9,45.4,1327,4.7,597,43.8,145,15.7,0.84,801,6.7,356.98,354,32,21.9,28.4,9.3,39.8,23,46,26.7,74.9,31,0.27,0.06,5.29,11.99,11.05,17.15,13.72,29.73
NODAF1,m,DAF1M03,87466,,,,,7.17,79.3,15.1,2.3,1.1,1.7,0.6,9.14,7,15.5,16.4,35.3,33.2,2.3,46.4,14.1,15,42.4,1404,12.3,624,52,129,14.9,0.82,830,6.8,272.94,312.28,33,23.1,29,8.8,34.7,24.5,40.8,28.8,72.3,26.4,0.27,0.06,5.29,13.01,11.35,20.39,14.77,31.86
NODAF1,m,DAF1M04,87467,101,96.9,176,123,7.75,84.9,11.6,1.2,0.1,1.5,0.7,8.94,3.9,14.5,16.6,33.7,31.5,1.79,49.3,13.9,14.8,44,1410,8.9,642,74.9,121,18.2,0.99,814,8,279,214,30,21,27.7,9.4,40.9,18,47.6,21.4,73.7,32,0.26,0.06,4.99,12.66,11.35,21.11,15.04,32.17
NODAF1,m,DAF1M05,87468,92,88.3,189,117,7.12,83.9,11.1,1.8,0.2,2.3,0.5,9.18,3.8,14.4,16,33.3,32.1,1.85,48.1,14.2,14.7,44.1,1316,4.8,643,56.6,111,23,1.88,760,14.3,424.21,422.71,30,21.6,28.1,10.4,38.5,29,43.4,31.3,79,28.6,0.29,0.07,5.56,12.69,11.5,19.81,14.68,31.83
NODB6F1,f,DBF1F01,89848,98,84.2,149,79,5.9,87.6,8.7,0.8,0.1,2,0.7,8.86,2.6,14.2,16,33,32.2,1.66,48.4,13.8,14.1,42.9,1108,4.5,,,,,0.87,792,6.9,443.55,709.34,33,23.3,30.2,10.1,40.3,14.5,46.3,16.6,75.8,30.8,0.3,0.06,5.83,11.51,10.55,15.29,13.02,28.3
NODB6F1,f,DBF1F02,90721,96,85.8,159,105,5.75,86.7,9.8,1.2,0.1,1.7,0.5,9.95,2.2,14.3,15.8,32.3,31.6,1.7,49.1,15.5,15.8,48.9,1026,4.5,,,,,1.15,777,8.9,348.73,457.64,34,23.8,29.9,9.6,38.5,23,43.8,25.7,77.3,29.3,0.3,0.08,5.67,10.91,9.25,16.44,11.2,24.86
NODB6F1,f,DBF1F03,90722,92,84,158,120,8.27,83.7,12,1,0.1,2.2,0.9,9.63,2.4,13.6,15.9,32.6,31.7,1.74,48.8,14.9,15.3,47,1065,4.5,,,,,0.87,815,7.1,485.09,624.6,33,22.6,29.3,10,38.2,21,44.5,24.3,73.6,28.7,0.28,0.06,5.58,10.75,8.85,13.96,10.77,24.14
NODB6F1,f,DBF1F04,90723,97,89.1,168,144,8.1,82.2,14.3,1,0.1,1.6,0.8,9.76,2.9,13.8,16.2,33.1,31.9,1.69,48.8,15.2,15.8,47.7,1107,4.6,,,,,0.96,770,7.4,347.83,449.65,32,24.3,31.2,10.1,39.6,21.5,44.8,24.2,77.9,30,0.29,0.07,5.67,10.39,8.05,14.13,9.72,22.12
